,date,open,high,low,close,volume,tic,day
0,2014-09-17,28443.328125,28542.228515625,27552.5,27851.640625,1282359120,BTC-INR,2
1,2014-09-17,310.5190124511719,315.2618713378906,302.4263610839844,308.065673828125,187075056,LTC-INR,2
2,2014-09-18,27822.7734375,27822.7734375,25085.740234375,25774.119140625,2093992320,BTC-INR,3
3,2014-09-18,308.4847106933594,308.4847106933594,278.1180725097656,284.5105895996094,277468314,LTC-INR,3
4,2014-09-19,25753.654296875,25988.8359375,23366.087890625,24023.3359375,2307413745,BTC-INR,4
5,2014-09-19,284.6357116699219,288.9160461425781,258.8984680175781,263.3448181152344,238376833,LTC-INR,4
6,2014-09-20,24015.8515625,25757.560546875,23724.380859375,24881.80859375,2243150060,BTC-INR,5
7,2014-09-20,263.4317932128906,280.8884582519531,255.70326232910156,260.8298645019531,334106661,LTC-INR,5
8,2014-09-21,24831.97265625,25096.12109375,23925.064453125,24268.2578125,1617399085,BTC-INR,6
9,2014-09-21,259.4078063964844,261.66290283203125,252.83114624023438,258.3642578125,178364737,LTC-INR,6
10,2014-09-22,24285.236328125,24728.28515625,24137.5625,24503.12109375,1470094668,BTC-INR,0
11,2014-09-22,258.3648376464844,268.413818359375,255.89170837402344,258.48638916015625,113083643,LTC-INR,0
12,2014-09-23,24499.466796875,26952.640625,24156.130859375,26600.681640625,2752873480,BTC-INR,1
13,2014-09-23,258.34259033203125,297.9576110839844,255.21946716308594,289.73065185546875,284548337,LTC-INR,1
14,2014-09-24,26598.2421875,26620.27734375,25663.783203125,25785.87890625,1866145761,BTC-INR,2
15,2014-09-24,289.5859680175781,289.6421203613281,282.0577087402344,284.3475036621094,162213330,LTC-INR,2
16,2014-09-25,25782.89453125,25805.072265625,25112.671875,25241.833984375,1644527152,BTC-INR,3
17,2014-09-25,284.2920837402344,284.62353515625,271.6820983886719,276.88348388671875,125540057,LTC-INR,3
18,2014-09-26,25232.939453125,25448.146484375,24468.55078125,24726.54296875,1312113312,BTC-INR,4
19,2014-09-26,276.5940246582031,279.1631164550781,268.33123779296875,271.0697021484375,94666119,LTC-INR,4
20,2014-09-27,24673.4140625,24860.9296875,24295.32421875,24426.65234375,918891402,BTC-INR,5
21,2014-09-27,271.1186218261719,274.4721374511719,268.89312744140625,270.3488464355469,54385559,LTC-INR,5
22,2014-09-28,24423.658203125,24518.1796875,22886.658203125,23060.845703125,1443717162,BTC-INR,6
23,2014-09-28,270.5212707519531,272.53826904296875,256.95794677734375,258.8197021484375,106455134,LTC-INR,6
24,2014-09-29,23045.37890625,23707.810546875,22864.841796875,23108.1171875,2000070947,BTC-INR,0
25,2014-09-29,259.08868408203125,264.75146484375,257.9312744140625,261.3686828613281,105405044,LTC-INR,0
26,2014-09-30,23146.3359375,24211.25,22983.548828125,23961.5078125,2149249553,BTC-INR,1
27,2014-09-30,261.7010498046875,281.6974182128906,260.0848693847656,277.09765625,152113809,LTC-INR,1
28,2014-10-01,23991.41796875,24200.919921875,23497.93359375,23672.880859375,1618616274,BTC-INR,2
29,2014-10-01,276.86419677734375,278.1059265136719,270.5897216796875,273.28643798828125,72335228,LTC-INR,2
30,2014-10-02,23695.900390625,23765.890625,22949.232421875,23080.0546875,1340090770,BTC-INR,3
31,2014-10-02,273.3845520019531,275.1735534667969,263.753173828125,265.994873046875,69223798,LTC-INR,3
32,2014-10-03,23086.763671875,23241.462890625,22020.853515625,22122.5703125,1901505342,BTC-INR,4
