date,A2C,DDPG,PPO,TD3,SAC
2020-08-04,102352.21278230287,110029.03425671387,118075.3465058136,102491.00434522248,112513.21918450929
2020-08-05,103300.30540315248,109670.92829968262,117503.30648963929,103465.86195783234,112148.43854486085
2020-08-06,103043.86463777162,110906.06611706543,117929.0750366974,103154.9207423172,113927.1749416504
2020-08-07,102438.39398042299,112540.89473034668,118810.9281174469,102520.59718732453,113857.39115869142
2020-08-10,101617.08674470522,114360.498368042,118027.08928840638,101782.15179090119,114186.72467004396
2020-08-11,101687.94294587709,114972.93965222168,118716.15990608216,101799.24221448517,114648.02825891114
2020-08-12,102438.77082673647,116479.672196167,118330.3279663849,102509.14071302033,117550.18119775392
2020-08-13,103577.7236160431,116775.26350476075,118040.068048172,103809.21780042267,118110.91082727052
2020-08-14,102567.29636994936,115538.91377331543,117114.01793067933,102839.96085004426,115475.19399224855
2020-08-17,103247.19343415834,118474.14497448731,116462.38718574525,103544.72880200959,116952.46218072511
2020-08-18,106562.06019441225,118537.47761608887,117755.99192970277,106879.63022260285,117311.96867333986
2020-08-19,107191.7366012726,119910.51179577637,118269.49720924378,107523.5859263382,116984.04123651124
2020-08-20,105969.70472566225,119000.87568737793,116565.08834999085,106297.5659678421,116148.47664605714
2020-08-21,107045.37922517397,119600.435868042,115914.50390022279,107355.51318006135,115832.38523065187
2020-08-24,106934.73274079897,120205.09932019043,116692.15796058656,107247.78358869172,117231.31000482179
2020-08-25,106624.04070893861,122423.24226452637,116583.94820564271,106926.79597119904,117603.14224206544
2020-08-26,104250.7668747101,124976.72383190918,119045.40517585755,104541.04816846467,121449.1259685669
2020-08-27,103506.82790986635,128892.39424206543,118322.9469696808,103836.86608533478,124689.71105157472
2020-08-28,103847.73455659486,135507.742508667,118468.18955390931,104211.5705836258,129087.39260064698
2020-08-31,99905.87840119936,131858.57099987793,115463.3399521637,100219.41870526886,125391.48709069825
2020-09-01,100023.35272065736,130399.77412487793,116325.88470619202,100368.08404950715,124898.94006311036
2020-09-02,100852.0334762726,132322.7348182373,118630.32509773255,101179.04887036896,127184.67475091554
2020-09-03,100990.29060212709,133699.99177624512,117985.82610481263,101318.88802747345,126909.49530755616
2020-09-04,100321.32453767397,131144.8998572998,116107.79885261536,100655.8523829422,124663.652907959
2020-09-07,98453.64886323549,130311.7786414795,115888.95220344544,98716.01261548615,124794.58791314698
2020-09-08,97800.64533845522,129973.92036511231,116766.67427986146,98017.99679212189,125435.42280541993
2020-09-09,97934.6164840851,130592.627274292,118440.73228614808,98184.59410504914,125603.96798669435
2020-09-10,100075.91457978822,131777.05537487793,125028.47823122407,100359.59293775178,126967.51167260743
2020-09-11,99553.27937165834,132139.9387977295,125189.14833620454,99844.53602246857,125900.07167779542
2020-09-14,99890.35291902162,134460.088211792,124533.64467409517,100138.23791150666,132490.55332910156
2020-09-15,100366.30389253236,136916.26533581543,125163.15340212251,100670.09371595002,134522.78836785888
2020-09-16,101428.08308259584,135882.67585827637,125920.53438356782,101782.6952937088,133160.19088708496
2020-09-17,101153.60149995424,134939.66499401856,124460.72517946626,101492.36181287385,134373.83868371582
2020-09-18,102140.81106416322,136247.57490612793,124699.9751184311,102452.63695935822,134291.80727349853
2020-09-21,99217.16311494447,129345.85896374512,121500.12044313813,99507.83981732941,128469.98669396974
2020-09-22,98927.28767243959,129071.49787976075,119535.46175173188,99156.66716413117,128751.00604211427
2020-09-23,98624.19061128236,126685.72187878418,120122.07628420259,98895.87344388581,126466.52806054689
2020-09-24,96266.36952058412,119094.86909558106,116722.71907595063,96583.89413098908,120473.1024089966
2020-09-25,98405.15228120424,123487.11677624512,119052.61946657563,98785.73856763459,126405.26087152101
2020-09-28,100153.3790420685,128098.5032508545,120583.18477419282,100560.44214276886,130889.52452813722
2020-09-29,103455.53895417787,125205.43147351075,121386.7309778061,103888.67122296906,127030.56493341066
2020-09-30,103060.8408035431,126493.48249890137,120806.14851931001,103475.09117536164,126117.93130456544
2020-10-01,104374.3067764435,135829.97432019043,121150.20277956392,104823.1178782425,132296.61749230957
2020-10-05,103019.19085542299,138534.1625526123,120054.20345095063,103475.58206586457,134087.52681695556
2020-10-06,105251.0354293976,141108.58601452637,120699.87727907563,105690.11484174347,136555.71910821533
2020-10-07,107070.75364533998,140810.75508190918,122441.90669802095,107506.95180158234,136212.62573968506
2020-10-08,110342.4201950226,141869.41804577637,121650.52321413423,110792.38814954377,137918.90975915527
2020-10-09,109205.3380264435,141870.76350476075,121558.8911340561,109744.08818463898,139034.36163293457
2020-10-12,109437.66189424135,141209.6772010498,121666.05556276704,109896.94187574006,139217.2569423828
2020-10-13,111328.7717575226,141667.09187390137,123248.49880007173,111786.55622510529,141770.84587060547
2020-10-14,112939.249159256,141317.53242565918,124094.84505251313,113497.23350171662,142111.74233209228
2020-10-15,111239.96453706361,135441.242508667,119978.56755617524,111756.50619535065,136988.05219232177
2020-10-16,113666.91575471498,137409.22615124512,118762.46919802095,114198.42580060578,134984.74058496093
2020-10-19,114617.12615815736,139457.08259655762,118711.12557009126,115156.7040904007,138379.890067688
2020-10-20,115370.60374299623,141671.12214733887,117924.47304323579,115964.14342908478,141418.09201776123
2020-10-21,117407.12580720522,141521.9897010498,116440.1652734604,118028.24958829499,140867.5718380127
2020-10-22,116996.81561128236,138928.33418347168,115753.4966028061,117647.87856702424,138742.60919152832
2020-10-23,114339.96951142885,139740.63276745606,116206.09309938813,114968.04140882111,137311.1254192505
2020-10-26,113773.89080659486,137902.24531628418,111869.53816774751,114452.63583783722,137722.8027263794
2020-10-27,115861.62185517885,138559.74971081543,111993.86244753267,116667.14931897736,137417.94130670166
2020-10-28,115745.76143765259,138421.19854504394,111881.86878115084,116550.48328795625,137280.53220789338
2020-10-29,118455.42403207399,138041.7412591553,111982.605992363,119206.56984703829,135411.45049034886
2020-10-30,118424.99471078493,138562.98027282718,112839.06640724948,119164.30568688204,135470.78954064182
2020-11-02,117850.4792688904,142619.70097595218,106942.28065590671,118613.74947350314,139853.73993431858
2020-11-03,117834.49922738649,144069.43217712405,106098.53845314792,118614.01735680392,142139.4698079758
2020-11-04,117453.3093470154,148847.78837829593,108807.1082468491,118217.0475081711,145295.8091176682
2020-11-05,119583.89882455446,153825.60527282718,111509.14230065158,120359.93056481173,149998.5704091721
2020-11-06,117996.5681360779,157218.80034118655,115436.13703255466,118779.67867272189,153306.57074486546
2020-11-09,119734.17128549196,162870.9072747803,116298.85955910495,120551.31789391329,157161.5538076096
2020-11-10,122162.48848519899,163748.6914544678,119418.65881447605,123042.45369713595,163862.95998131565
2020-11-11,124941.06111703493,160764.99565368655,117651.29358773044,125844.50386803439,161425.0941365891
2020-11-12,125535.82320199587,159442.56035095218,117330.25579170993,126433.45449059298,159712.93532311253
2020-11-13,126838.41542611696,158941.74394470218,118896.6964045029,127728.65706627657,159353.62701927952
2020-11-14,127206.39058480837,159232.18437438968,119448.91397194673,128100.83028405001,159811.67088829807
2020-11-17,127104.49355111696,161083.42412048343,119397.72571663669,128041.52980797579,161578.84491478733
2020-11-18,127585.56972299196,164514.37968688968,122435.79555611423,128608.6539534836,172318.0829824143
2020-11-19,123776.70039926149,162096.44096618655,122059.01403145603,124746.9844588547,171285.1292308884
2020-11-20,126110.33418832399,162910.0596185303,122749.74678902439,127059.3590316086,172084.3471263962
2020-11-23,126599.92812142946,169469.17631774905,125497.43819527439,127533.7027816086,174636.24112358858
2020-11-24,126204.2165735779,171075.92949157718,126907.61225228122,127152.83296959689,178131.22150078585
2020-11-25,124972.2839563904,169663.6650872803,125494.42140297702,125888.97847740939,176919.0241741257
2020-11-26,125226.29921517946,168803.68998962405,126318.01966957857,126155.07686608126,177635.33169976046
2020-11-27,124429.3054407654,171291.9912591553,124967.93319039157,125348.19557946017,177273.99573174288
2020-12-01,127187.1120813904,177962.90605407718,126123.63080696872,128104.25136559298,182441.1481975632
2020-12-02,127755.21285043337,178300.41142517093,126934.26980690769,128669.56758873751,184596.43379631807
2020-12-03,126742.68904672243,178794.9639154053,128377.38692574314,127661.01149742892,183778.81438103487
2020-12-04,131871.34956918337,181305.31181579593,127579.62544350437,132817.8977889328,186215.8319286423
2020-12-07,130984.03145394899,185613.9111810303,128050.55706887058,131935.3654403,189050.87416497042
2020-12-08,135082.1443079529,182584.03959899905,129034.05631356052,136039.05593102265,187346.34271660616
2020-12-09,133359.2726648865,183445.31205993655,130446.18758492282,134327.93849938203,188904.69203606417
2020-12-10,128626.5847376404,182064.01518493655,129422.3841867905,129567.9449691086,186531.5882000046
2020-12-11,129941.4480188904,182093.08769470218,129095.6196680527,130859.07790367892,186798.86700859835
2020-12-14,131481.71285043337,180710.66826110843,127959.63120369724,132457.44344322968,184811.17055168917
2020-12-15,133610.22554574587,183044.01054626468,129102.01048378757,134583.95845787812,185784.30391350557
2020-12-16,132525.4660242615,182406.08940368655,129283.08756356052,133515.43105309297,186995.27925530245
2020-12-17,133944.44197640993,184281.2021966553,129711.49575142673,134949.37880699922,187789.17125359346
2020-12-18,133515.53865609743,181634.61064392093,129659.20451454929,134523.80165856172,185165.1070446091
2020-12-21,129839.5456751404,172773.41142517093,125111.12912087253,130819.41139977267,173201.37176934053
2020-12-22,129937.65547738649,176388.79863220218,125577.07248787693,130950.21144860079,174050.6698192673
2020-12-23,130416.9870813904,178355.62138610843,126502.27148537448,131416.86312096406,177661.5492595749
2020-12-24,130640.59688363649,177790.2021966553,128279.6521692734,131652.32772057343,177448.9955638962
2020-12-28,133189.30232797243,179279.89506774905,128653.22392372896,134231.52779381562,179002.09917107393
2020-12-29,133277.27968392946,185662.82768493655,127952.85797982028,134319.5921248703,183394.1628154831
2020-12-30,138718.2140711365,185842.90800720218,128389.24694161228,139763.89662926484,183212.5302929001
2020-12-31,136891.70564828493,184478.20927673343,127747.17221932224,137937.19643395234,182593.57878533175
2021-01-01,137046.209188324,185463.5625482178,127963.04654793552,138084.02956383515,184788.1943554001
2021-01-04,137993.99312387087,187648.94169860843,128571.7544489365,139052.64076988984,186086.54140129854
2021-01-05,138395.57576547243,190301.0605950928,127093.14647774509,139493.11702721406,187569.67131462862
2021-01-06,141047.7126673279,189603.9785638428,124982.01659493259,142167.27162926484,186690.89563408663
2021-01-07,139804.23592172243,192334.8291497803,125931.08491616062,140975.7014998703,190206.299976738
2021-01-08,144726.22011361696,196557.02617126468,128107.3275461655,145938.44820397187,191396.70779839327
2021-01-11,145591.9079798279,198256.61845642093,126397.87827400974,146771.5925521164,192316.42938652803
2021-01-12,145971.83492074587,196751.8516107178,128293.45605568698,147144.40523522187,191710.96352043917
2021-01-13,146379.82576547243,198653.96538024905,127901.3791666489,147547.24929039765,198519.5022472458
2021-01-14,144576.9894617615,199867.94902282718,128524.74926094821,145745.37221520234,201435.64674797823
2021-01-15,141161.85249887087,195161.9180169678,126926.67220406345,142292.41262047578,200517.84047356417
2021-01-18,139674.58241830446,190754.52714782718,127130.03717903903,140760.1227034836,195969.65121880342
2021-01-19,142173.32710824587,191184.32402282718,130841.81950478366,143308.4554061203,196880.78108635714
2021-01-20,143649.1242273865,194511.57182556155,132667.01214699558,144808.23799889375,199086.07350579073
2021-01-21,143566.40718637087,190899.81205993655,134331.37362007907,144730.07118981172,194865.7704052048
2021-01-22,143241.73433480837,185438.5166497803,132494.39000801853,144379.38265221406,190394.475178154
2021-01-25,143098.55314791872,185253.16117004392,132361.93526655584,144235.0546298752,190204.09226015478
2021-01-27,144120.26595867923,184394.29693525695,129615.48167230231,145205.19333115392,187813.9416348954
2021-01-28,145002.95895380405,181141.97986524962,128067.78144647222,146261.92505112462,183985.08258032997
2021-01-29,141867.43328089145,183239.80128401183,125410.34463311774,143076.29146042638,185925.32658362587
2021-02-01,152892.07973474887,193751.50566023253,132781.79890252693,154267.7514061051,200582.84852576454
2021-02-02,152739.25685310367,193557.7571109695,132649.01735916905,154113.50468434146,200382.27959572605
2021-02-03,151212.61804969792,202960.02749004363,132942.80272203835,152620.766383606,207811.38596610265
2021-02-04,154012.6722120209,200123.908685112,133474.36143022927,155381.4274019776,207458.5379665299
2021-02-05,158228.09489573672,198694.02541484832,133443.35346514138,159541.8834261475,206323.09288291173
2021-02-08,158069.88152470402,198495.37330759433,133309.96864093025,159382.3941232224,206116.77596121223
2021-02-09,159100.61831605536,196654.22833163457,132996.0379702836,160429.9026143113,204096.45665026866
2021-02-10,158485.59643495185,196216.886504242,135135.68855927285,159803.04958696754,204332.33729602062
2021-02-11,159481.5888208161,197202.48040682988,138712.44859955605,160778.27334185035,205263.5246207429
2021-02-12,158648.6142114411,198322.30094058232,138295.572012642,159944.91884966285,204383.85765582285
2021-02-15,158857.6633294831,200245.68859011846,139055.76936219033,160169.3061787644,206821.4582755128
2021-02-16,160082.10464418036,201048.02385623174,139982.3913485795,161404.86025591285,207178.34022491466
2021-02-17,159143.68725526435,197900.47692019658,139851.6265628129,160466.59853716285,203827.005202942
2021-02-18,156804.1535638581,202087.3043127747,139195.18228028115,158103.25368853004,206310.1041256715
2021-02-19,153886.31098878485,202541.35684115606,140061.0767428666,155170.93435259254,208271.9438320924
2021-02-22,153069.57525575263,193814.2502051087,135650.61671326455,154308.20095415504,200804.10345428478
2021-02-23,155380.85073793036,196060.26143557744,136473.3275210648,156651.74526567847,202948.7307888795
2021-02-24,159040.81870973212,199536.10836703496,139306.74503205117,160349.4758564988,205741.65403717052
2021-02-25,158663.82495057685,203236.39900881963,143170.03770325478,159954.06350298316,211402.21313446056
2021-02-26,151578.15855348212,194812.28230197149,137691.69777558144,152809.96071978004,204610.34062164318
2021-03-01,157713.86987245185,196931.41624362188,139046.38175080117,158973.03506060035,207398.7834011842
2021-03-02,159142.02622926337,200532.76725680547,139689.71449158486,160410.8802754441,210226.19293182384
2021-03-03,161108.0686029206,204010.79983432012,146240.44109223183,162387.78225298316,214089.10127227794
2021-03-04,167962.0067895661,202462.8779898377,143945.1463382035,169207.75796099097,212466.34690826427
2021-03-05,168796.18862855536,196427.94726474004,143338.10261414346,170044.37075395972,205805.8926083375
2021-03-08,165050.43247926337,195228.02966220098,143396.78873322305,166348.92934770972,206019.8214871217
2021-03-09,165974.33901918036,197651.97246463018,143960.97764466103,167267.6067158738,207411.6420590211
2021-03-10,167727.39692628485,201148.06777865606,143652.93550751504,169037.61416216285,210196.35121124279
2021-03-12,164583.6920465241,199063.93180758672,141504.09760926064,165885.48257036597,207789.72582977306
2021-03-15,162580.84028565985,202746.0208502503,138987.24142334756,163852.6126973191,210409.03680389415
2021-03-16,164564.21421754462,202580.27603823857,138295.82066986855,165810.52932329566,211389.81153839122
2021-03-17,161592.44663941962,199206.03972537236,135901.71829865273,162813.7993428269,206509.80198638927
2021-03-18,161455.79077088935,196259.49400241094,133325.06282685098,162660.61733599097,201970.0367276002
2021-03-19,165290.66558778388,196514.42853457647,136693.68730805215,166472.80971880347,204510.32661407482
2021-03-22,166778.20913636786,194455.61147982793,135624.909903267,167946.19741411597,201912.25068634044
2021-03-23,171875.38452088935,196739.78810794072,136808.92219422158,173052.0608174363,204173.36074798595
2021-03-24,170022.14097535712,191879.1229620667,134011.54393647012,171169.17495317847,200405.54447906505
2021-03-25,165332.01382386786,189382.97419650274,130902.805807808,166486.71108599097,198071.53150909435
2021-03-26,166958.6047357331,190833.45434481816,132722.2156970292,168139.4221455613,197785.5639340211
2021-03-30,168307.14117372138,194343.997832367,134434.9751956254,169509.53481645972,202703.2462612916
2021-03-31,167000.83608949286,190991.1066427918,133994.4465930253,168194.5903584519,200391.66262786876
2021-04-01,170989.92271363837,194929.66805941777,135383.34746430215,172207.99587603004,206196.65785186779
2021-04-05,168406.60601747138,189891.4304495545,132760.91188690957,169591.64748735816,203486.4410549928
2021-04-06,166924.41607606513,188311.51034457402,132482.81482575234,168106.79165239722,202029.37327545177
2021-04-07,167469.98863160712,191259.00012118535,133445.13028595742,168654.17568560035,204639.01506011974
2021-04-08,172925.44213807685,192688.1976080628,134036.1587741166,174125.28701372535,203616.8853604127
2021-04-09,169191.44322145087,193901.05992800908,132906.64627716836,170376.4790303269,203026.50291412364
2021-04-12,161251.98052919013,184591.08085543828,127586.62858460244,162386.5609395066,191331.49816864025
2021-04-13,163712.4228051911,184660.20297915654,131346.0821978837,164871.69424028785,192607.9141232301
2021-04-15,162040.1835473786,181757.70281893926,131652.2127749711,163202.59048052222,191577.59876983654
2021-04-16,166484.26802003485,184052.92852694707,131540.11768982705,167630.66384478004,194404.78012054454
2021-04-19,161347.49420106513,179758.65801913457,128556.7520968705,162447.9584004441,189199.2255093385
2021-04-20,153768.75962770087,179431.6102591248,130006.72040436561,154891.71206255347,187110.21025054943
2021-04-22,151057.86382997138,177042.86797244268,130368.10748932656,152183.1567647019,186261.61927764904
2021-04-23,150188.83355653388,176731.59148318486,130560.75100586709,151301.49477739722,187332.18374603282
2021-04-26,155602.82163941962,178915.63045413213,132414.93700287637,156728.31899614722,185742.51881378185
2021-04-27,156818.1008294831,181786.33080966191,135146.29347870644,157987.18557329566,188089.22651641857
2021-04-28,157754.58531129462,187044.60081393438,137222.81610749062,158918.53713579566,192080.40705841075
2021-04-29,158023.08746278388,188113.19612796025,141443.38512299355,159171.89846392066,191926.37214630138
2021-04-30,155461.6474145661,186241.90055758672,139544.09261963662,156594.03982134254,190703.08465545665
2021-05-03,157351.5966333161,183756.38389498906,137963.47813294228,158487.6644551316,189430.5646359254
2021-05-04,155974.42759645087,183711.27535922246,135775.90972016152,157107.45229692847,188466.07667510997
2021-05-05,158075.96372926337,185888.31620700078,136449.33319733437,159207.53139849097,191368.4941860963
2021-05-06,158792.2760308991,186804.00083834844,136566.47049591836,159924.2728535691,191228.88667266857
2021-05-07,160739.77349794013,187171.16284091191,137869.76616547402,161872.18178911597,191563.62757843029
2021-05-10,158783.94322145087,190148.28302676397,137729.63083527383,159967.69155474097,193533.8711392213
2021-05-11,160792.90464723212,189071.88923556524,137522.75441620644,161966.8969990769,193829.77024810802
2021-05-12,158447.64781129462,184604.41323001104,136103.89137146767,159623.6244160691,190549.43508880626
2021-05-14,157849.22711122138,181065.24957186895,136642.67098877724,159046.31753130347,188251.53692596446
2021-05-17,161900.04966676337,187676.48603732305,138937.39031098183,163068.65224810035,195693.36546295177
2021-05-18,164902.74986207587,190921.55317599492,140887.35945008096,166104.2630879441,198532.11868255626
2021-05-19,162575.7184137116,191105.38350588994,140399.971571663,163765.56045122535,197795.85446136486
2021-05-20,162868.19351136786,191436.51788241582,139952.69438813027,164064.8578145066,197750.26026885997
2021-05-21,164535.51451051337,196241.08660037236,140863.64847443398,165738.9164082566,202388.50093048107
2021-05-24,162887.53726136786,195447.94612033086,139701.40048096474,164112.87673540504,201376.92156951915
2021-05-25,162508.29840028388,195274.89643771367,139651.8549411088,163741.8412129441,201202.47862213146
2021-05-26,163094.43638551337,197093.8203802796,142182.13639710244,164350.00100298316,201884.3482662965
2021-05-27,165573.21137940985,199159.40985781865,142456.98503754433,166837.85146685035,202197.845046692
2021-05-28,163523.57965028388,200960.89160830693,147059.97459290322,164781.08987017066,203746.5787350465
2021-05-31,166325.90142762763,200025.0304861756,150428.34484741982,167568.15908403785,203673.79797332775
2021-06-01,163618.71528565985,200517.2861853333,150971.11322663125,164871.0122334519,203994.26322906505
2021-06-02,163418.26480043036,201029.30834109502,152427.77975342568,164673.9476582566,205226.9708859254
2021-06-03,164479.88824403388,198574.3083639832,152836.98976776894,165773.7806660691,203057.3312222291
2021-06-04,165155.12535035712,199351.75379855352,153434.2211444169,166476.32192583472,203208.91934173595
2021-06-07,169749.0595239411,202233.97447116094,153716.84187195596,171087.10634966285,206310.4768978883
2021-06-08,168307.43627870185,204235.42327029424,152717.95134613808,169632.66909380347,207392.52275054943
2021-06-09,166682.96850526435,201950.70042330938,150146.20177338418,167981.90395708472,206273.2790676881
2021-06-10,166274.15795838935,205141.07333285527,152369.38047669228,167576.43911333472,207939.5874020387
2021-06-11,165123.3427270661,205239.50499636846,153350.7996890336,166410.9798848191,208616.65663116466
2021-06-14,165532.1520074616,205700.06471926885,154981.29748413857,166833.2261006394,209605.70462005626
2021-06-15,165226.41119325263,206395.42090518193,154616.09048340615,166522.9946553269,210636.13568084728
2021-06-16,163238.96539247138,204637.36749179082,153119.65189240273,164514.75564165504,208260.43019073497
2021-06-17,166266.5348199616,202796.2218542786,153134.10876343545,167542.60158892066,205852.9516293336
2021-06-18,165909.32379090888,202885.87901980596,154302.17604706582,167173.45498247535,205364.71958892833
2021-06-21,168074.39829957587,203453.34050662236,155584.34631989297,169330.03884478004,207590.1921536256
2021-06-22,169936.89781129462,202023.56975466924,154940.8423526078,171223.88051958472,206902.193282776
2021-06-23,171103.82994020087,201937.5243216248,154632.15196106728,172372.7074238816,205923.08093231212
2021-06-24,172476.44537294013,204429.67436892705,152326.40670655068,173770.01552935035,207719.13046234142
2021-06-25,171561.36070191962,206475.2161398621,150897.62827179726,172871.79311724097,208944.52552764904
2021-06-28,170234.91186463935,207442.61921603399,149607.09743378457,171537.90737505347,207537.40550201427
2021-06-29,169122.35601747138,206833.56600863652,149293.70126221474,170422.24526567847,208286.65063446056
2021-06-30,167958.76773011786,207342.70996768193,149572.6829058915,169250.12392778785,208124.19198577892
2021-07-01,166251.66909730536,205551.649596283,147677.5431201249,167533.8890645066,207511.03433197032
2021-07-02,166575.2268060456,206203.80299288945,148832.3031527787,167851.77712603004,207709.30216949474
2021-07-05,166525.70660340888,205832.65416629033,150557.62244293984,167822.58120317847,208542.97602813732
2021-07-06,171884.25132691962,204394.2937384339,150197.52564881142,173179.6087910691,208599.9501034547
2021-07-07,171577.33247315985,205445.89411837774,150645.4606921464,172881.56167192847,210190.3954159547
