time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/reward,train/entropy_loss,train/loss,train/clip_fraction,train/std,train/clip_range,train/policy_gradient_loss,train/n_updates,train/value_loss,train/explained_variance,train/learning_rate,train/approx_kl
84,2064,174080,85,-0.25219807,-47.01475377082825,49.959842681884766,0.18544921875,1.1619173288345337,0.2,-0.014361364564683754,840,176.91311340332032,0.30494552850723267,0.00025,0.013274232
84,2091,176128,86,-0.83965105,-47.079781126976016,35.979103088378906,0.192333984375,1.1646983623504639,0.2,-0.009027904357935768,850,143.23443706035613,0.3828805088996887,0.00025,0.011096032
84,2118,178176,87,1.2267982,-47.1476092338562,29.987674713134766,0.194140625,1.167470097541809,0.2,-0.007922449486795814,860,85.46705864667892,0.4172550439834595,0.00025,0.012155503
83,2145,180224,88,1.8338106,-47.245287084579466,21.422033309936523,0.196875,1.1717246770858765,0.2,-0.007004043849883601,870,24.681094425916672,0.581024557352066,0.00025,0.012608224
83,2173,182272,89,0.21277303,-47.30933406352997,33.841102600097656,0.200634765625,1.173088788986206,0.2,-0.0072463553820853125,880,61.164840531349185,0.4256490468978882,0.00025,0.015159353
83,2200,184320,90,-0.7155553,-47.35616328716278,34.829200744628906,0.189599609375,1.175315260887146,0.2,-0.012738655597786419,890,93.59066201448441,0.43104803562164307,0.00025,0.016858857
83,2227,186368,91,0.17309016,-47.390226984024046,25.41488265991211,0.1666015625,1.1762034893035889,0.2,-0.008992985356599092,900,87.33413068056106,0.4563670754432678,0.00025,0.0129864905
83,2254,188416,92,-3.0241158,-47.42442934513092,112.72203826904297,0.14833984375,1.178201675415039,0.2,-0.009845873875019607,910,489.56983909606936,0.20517569780349731,0.00025,0.014147153
83,2283,190464,93,0.7739482,-47.48426148891449,20.584619522094727,0.20751953125,1.180665135383606,0.2,-0.008981649141060189,920,64.59129962921142,0.4886496663093567,0.00025,0.023613347
83,2310,192512,94,-0.6703647,-47.526322388648985,21.50044822692871,0.1673828125,1.182108759880066,0.2,-0.009203221983625554,930,88.75950828790664,0.38900691270828247,0.00025,0.015734915
83,2338,194560,95,-0.21463184,-47.56919322013855,78.39134216308594,0.1333984375,1.1835209131240845,0.2,-0.012345548880693969,940,214.65454998016358,0.34174859523773193,0.00025,0.013813818
83,2365,196608,96,-0.71934575,-47.64454095363617,21.36751365661621,0.200830078125,1.1882708072662354,0.2,-0.011998111606226302,950,117.83032720088958,0.43389689922332764,0.00025,0.015853245
83,2392,198656,97,1.4985831,-47.73974318504334,22.520750045776367,0.171240234375,1.1916457414627075,0.2,-0.010789953035418876,960,88.18093775510788,0.40009838342666626,0.00025,0.013356132
82,2419,200704,98,1.1066265,-47.83153195381165,8.401721954345703,0.205419921875,1.1951806545257568,0.2,-0.007117474392725853,970,22.716315615177155,0.6252626478672028,0.00025,0.01764878
