account_value,date,daily_return
1458250.9033959068,2021-10-05,
1433930.086471438,2021-10-06,-0.016678074306576196
1458711.0747089256,2021-10-07,0.017281866439156524
1457302.4395789972,2021-10-08,-0.0009656711012558938
1461124.8385872827,2021-10-11,0.0026229277495684045
1461790.040323504,2021-10-12,0.0004552668729280729
1468040.88885686,2021-10-13,0.004276160297256304
1476613.1301960782,2021-10-14,0.005839238814317582
1483735.5496867856,2021-10-18,0.004823483785330707
1461861.9748021574,2021-10-19,-0.014742232798321542
1432327.9075849638,2021-10-20,-0.020203047706463972
1425692.0692175934,2021-10-21,-0.00463290447126663
1420795.473071109,2021-10-22,-0.003434539794537561
1406946.9158922152,2021-10-25,-0.009747044836059038
1417203.5541576266,2021-10-26,0.007289996622869888
1414924.2240047336,2021-10-27,-0.001608329407731257
1402610.9888085513,2021-10-28,-0.008702399031187302
1394828.1399752232,2021-10-29,-0.005548829215960449
1406100.2833486667,2021-11-01,0.00808138511863099
1396667.1598355444,2021-11-02,-0.006708713186983406
1388495.3222059363,2021-11-03,-0.005850955664032598
1390597.0826679876,2021-11-04,0.0015136964658348795
1426068.1974554022,2021-11-08,0.025507830578329838
1418666.2099025764,2021-11-09,-0.005190486377883996
1407749.3839595832,2021-11-10,-0.007695133546419486
1398576.1775464362,2021-11-11,-0.0065162212235145844
1410862.902309971,2021-11-12,0.008785166629314167
1409067.4170193826,2021-11-15,-0.0012726149986994617
1424609.2656203653,2021-11-16,0.01102988289507012
1444730.0322053873,2021-11-17,0.014123708914851152
1430501.636239872,2021-11-18,-0.00984848078764966
1426902.697491581,2021-11-22,-0.0025158578341447635
1410008.1175320016,2021-11-23,-0.011840036457481884
1396840.5085158884,2021-11-24,-0.009338676034830962
1392611.5463336376,2021-11-25,-0.00302751971786952
1359543.3790757335,2021-11-26,-0.023745435218430755
1353803.967760609,2021-11-29,-0.004221572774696147
1341056.0367482037,2021-11-30,-0.009416378822919458
1337837.9436320309,2021-12-01,-0.0023996708772707764
1354382.9921152843,2021-12-02,0.012367004959013217
1337966.7125825544,2021-12-03,-0.012120854756962673
1311574.0475578199,2021-12-06,-0.01972595041156988
1321900.211231465,2021-12-07,0.007873107654785327
1337040.1958033568,2021-12-08,0.011453197785472602
1340295.5816022307,2021-12-09,0.002434770330085545
1341882.5384911774,2021-12-10,0.0011840350074492356
1339870.5036627015,2021-12-13,-0.0014994120355260598
1343873.103415036,2021-12-14,0.002987303430736832
1335392.3046202515,2021-12-15,-0.006310713990207328
1344756.0294321717,2021-12-16,0.00701196553216854
1327363.6287147491,2021-12-17,-0.012933498966921642
1306619.0645735138,2021-12-20,-0.015628395785804217
1321760.4603648041,2021-12-21,0.01158822506254542
1334730.513218976,2021-12-22,0.0098127105803969
1344643.6710672579,2021-12-23,0.007427085655196564
1339732.8250995455,2021-12-24,-0.003652154153088394
1339872.7913535435,2021-12-27,0.00010447325867946056
1351111.5330373815,2021-12-28,0.008387916939849527
1361514.8975786413,2021-12-29,0.007699856219769208
1359178.1260355504,2021-12-30,-0.001716302588570029
1368057.4930843785,2021-12-31,0.0065328943121880645
1390854.6496371129,2022-01-03,0.016663887788324283
1403777.0084415565,2022-01-04,0.009290948416367684
