date,ASIANPAINT.BO,AXISBANK.BO,BAJAJ-AUTO.BO,BAJAJFINSV.BO,BAJFINANCE.BO,BHARTIARTL.BO,DRREDDY.BO,HCLTECH.BO,HDFCBANK.BO,HINDUNILVR.BO,ICICIBANK.BO,INDUSINDBK.BO,INFY.BO,ITC.BO,JSWSTEEL.BO,KOTAKBANK.BO,LT.BO,M&M.BO,MARUTI.BO,NESTLEIND.BO,NTPC.BO,ONGC.BO,POWERGRID.BO,RELIANCE.BO,SBIN.BO,SUNPHARMA.BO,TCS.BO,TECHM.BO,TITAN.BO,ULTRACEMCO.BO
2021-03-16,12,0,0,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0,20,0,0,0,0,-1,0,0
2021-03-17,0,100,0,0,0,0,0,0,-89,0,0,0,2,0,0,0,0,0,0,0,0,2,-20,0,0,100,0,0,0,0
2021-03-18,-13,0,0,0,0,0,0,0,-11,0,0,0,0,1,-23,0,0,2,0,0,0,-2,0,0,0,0,22,100,-72,0
2021-03-19,-97,0,0,0,0,0,0,0,0,0,0,0,-2,0,-13,0,0,-2,0,0,0,1,0,0,15,0,-22,-100,0,60
2021-03-22,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,2,0,0,0,-95,0,1,0,0
2021-03-23,0,0,0,0,52,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,-15,-5,0,-1,0,-40
2021-03-24,0,-25,100,-100,-52,0,0,0,-3,0,0,0,0,100,0,0,0,0,0,0,2,0,0,0,41,0,0,0,0,0
2021-03-25,0,100,47,1,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,-97,1,0,0,0,-41,0,0,0,0,0
2021-03-26,0,-100,-22,100,0,100,0,0,0,0,0,1,0,100,100,-48,6,0,0,0,1,100,3,0,0,0,0,0,0,0
2021-03-30,35,-19,0,-6,0,-52,0,0,0,0,0,0,0,1,-68,0,-6,0,0,0,-4,-35,-3,0,0,0,0,0,0,0
