date,ASIANPAINT.BO,AXISBANK.BO,BAJAJ-AUTO.BO,BAJAJFINSV.BO,BAJFINANCE.BO,BHARTIARTL.BO,DRREDDY.BO,HCLTECH.BO,HDFCBANK.BO,HINDUNILVR.BO,ICICIBANK.BO,INDUSINDBK.BO,INFY.BO,ITC.BO,JSWSTEEL.BO,KOTAKBANK.BO,LT.BO,M&M.BO,MARUTI.BO,NESTLEIND.BO,NTPC.BO,ONGC.BO,POWERGRID.BO,RELIANCE.BO,SBIN.BO,SUNPHARMA.BO,TCS.BO,TECHM.BO,TITAN.BO,ULTRACEMCO.BO
2020-12-30,0,0,0,0,0,0,-70,0,-40,0,-100,0,-100,0,0,31,0,0,0,0,0,2,0,0,6,0,0,0,-4,100
2020-12-31,0,0,0,0,0,0,0,0,-25,0,0,0,0,0,0,-31,0,0,0,0,50,-2,0,0,-6,0,0,0,0,18
2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,0,0,0,0,0,0,0,0,-35,0,0,0,0,0,0,0,40,0,0,0,-33,0,0,0,1,0,0,0,0,0
2021-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0
2021-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,22,-2,0,0,0,0,0,0,0
2021-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-13,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,2,0,0,0,0,0,42,-68
2021-01-14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,0,0,0,21,-20,-2,0,0,0,0,0,-17,0
2021-01-15,-23,0,0,0,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-6,4,-2,0,0,0,0,0,0,-25,-34
2021-01-18,100,0,11,2,-59,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-13,0,0,0,0,0,0,0,0,0,0
2021-01-19,-100,100,0,14,72,90,8,29,0,0,0,100,-1,-2,0,0,-14,0,0,-62,81,46,60,0,56,37,27,54,0,-85
2021-01-20,100,0,-11,-100,-72,100,-8,-29,0,0,0,0,1,100,0,0,0,0,15,-19,95,-46,-60,3,100,-37,0,100,0,0
2021-01-21,0,100,0,0,0,0,2,0,0,0,0,0,-1,0,0,100,0,0,-15,0,9,0,0,0,-100,0,-27,0,0,-5
2021-01-22,0,-81,0,-16,0,-60,-2,0,0,0,0,-5,0,-87,0,84,0,0,0,0,0,6,0,0,0,0,0,-22,0,0
2021-01-25,0,-9,0,0,0,0,0,0,0,0,0,0,0,2,100,-100,0,0,0,0,-100,-6,0,0,-13,0,0,10,100,0
2021-01-27,-100,0,23,0,0,1,0,100,0,0,0,-95,0,-15,-100,100,100,0,0,0,1,0,0,0,-7,0,0,3,0,-26
2021-01-28,0,0,-23,0,0,-100,0,0,7,0,1,0,0,0,100,-73,0,0,0,0,-40,0,0,0,-36,0,0,100,100,0
2021-01-29,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,95,0,0
2021-02-01,0,-13,0,0,0,-5,0,0,-7,0,4,0,0,1,0,-27,100,0,0,0,-47,0,0,-3,0,0,0,-72,0,0
2021-02-02,0,0,0,7,0,-100,0,0,0,0,100,0,0,0,-87,-30,0,0,0,0,1,0,0,100,0,0,0,-36,-52,0
2021-02-03,0,100,0,100,0,-26,0,0,0,0,-27,0,0,100,-13,0,0,0,0,1,3,0,0,-32,3,0,30,-37,-100,0
2021-02-04,100,-28,0,0,0,0,0,0,0,0,-78,0,0,-12,0,-47,0,0,8,0,-38,2,0,-68,0,0,2,-12,0,0
2021-02-05,0,-100,0,100,0,0,13,0,0,0,0,3,0,-89,0,-7,0,0,-8,-1,0,-2,0,100,-3,0,-32,-94,0,0
2021-02-08,100,0,0,0,35,0,-13,0,0,0,0,0,0,100,0,0,-100,0,0,0,15,0,0,-100,0,0,0,-50,0,0
2021-02-09,-100,-35,0,0,0,0,0,0,78,0,0,-3,0,-50,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0
2021-02-10,-67,0,0,-69,62,0,0,0,-78,0,0,0,0,-50,0,0,-100,0,0,0,-69,-76,0,0,0,0,100,-39,-48,0
2021-02-11,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,-95,0,0,80,-37,3,0,0,100,0,0,0,0,0
2021-02-12,0,100,0,0,22,0,0,0,0,1,0,0,0,0,0,0,-5,0,0,-80,0,-27,3,100,100,0,-100,0,0,0
2021-02-15,0,-88,0,0,-51,0,100,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,100,-76,1,0,0,0,0,0
2021-02-16,-33,1,0,0,-65,0,20,0,-23,0,0,0,100,0,0,0,0,0,0,100,1,-3,0,-6,-50,0,0,0,100,0
2021-02-17,0,100,0,93,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,3,-7,-18,-95,0,0,0,-65,0
2021-02-18,0,-8,0,82,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-38,1,0,0,0,-56,0,0,0,0,0
2021-02-19,0,0,0,0,0,0,-7,0,0,0,-2,0,0,1,100,13,0,0,0,-21,0,-3,0,0,0,0,0,0,0,0
2021-02-22,0,0,0,18,0,0,-22,0,0,0,0,0,100,-2,0,-13,0,0,0,0,-2,0,1,0,0,0,0,0,-13,0
2021-02-23,0,4,0,0,0,0,-40,0,0,0,0,0,-100,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,48
2021-02-24,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-82,0,4,0,0,0,-22,-48
2021-02-25,0,0,0,100,0,0,-71,64,0,0,0,0,-24,0,100,0,0,0,0,100,-2,0,-15,0,1,0,0,0,0,0
2021-02-26,0,0,0,-100,0,0,0,-64,0,0,0,0,1,0,-64,0,0,0,0,-19,0,-2,0,0,-5,0,0,0,0,34
2021-03-01,0,3,0,0,0,0,-58,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,2,0,0,0,72,100,0,0
2021-03-02,0,100,0,100,0,0,0,0,0,0,0,0,0,100,-36,0,0,0,0,-31,5,0,-2,0,0,100,-72,-97,72,0
2021-03-03,56,-83,0,0,0,0,0,0,0,0,0,1,-53,2,0,0,0,0,0,0,-5,0,0,0,0,0,0,-3,0,0
2021-03-04,0,-100,0,0,0,0,79,0,0,0,1,-1,0,0,100,0,0,0,0,-88,0,0,4,0,0,-100,0,100,0,-34
2021-03-05,78,0,0,-100,0,0,0,0,0,0,0,0,0,0,-46,0,0,0,0,0,2,0,-4,0,0,0,0,-72,0,0
2021-03-08,0,0,0,-1,0,0,0,0,0,0,-1,0,-24,-33,-54,0,0,0,0,-3,0,0,6,0,0,0,0,70,0,0
2021-03-09,0,-63,8,-19,0,0,0,0,0,0,0,0,0,-69,100,0,0,0,0,0,100,0,-6,0,2,0,0,0,0,0
2021-03-10,100,0,-1,-18,0,0,-70,0,0,0,1,0,0,0,-64,0,0,0,10,100,-100,0,0,0,-2,0,0,-98,0,0
2021-03-12,0,0,-7,-100,0,0,-9,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25
2021-03-15,-61,0,0,-18,0,0,0,0,100,0,0,0,0,0,0,91,0,0,0,-3,0,0,0,0,-1,0,0,1,0,-25
