account_value,date,daily_return
1385351.612438653,2022-04-07,
1411861.5856269465,2022-04-08,0.01913591679561244
1417078.4455642023,2022-04-11,0.0036950222248162135
1405906.682226617,2022-04-12,-0.007883659068102844
1404204.2595581599,2022-04-13,-0.0012109073027242179
1396982.6910767145,2022-04-18,-0.00514281909650216
1375257.4656738825,2022-04-19,-0.015551535134689098
1402400.798254449,2022-04-20,0.019736909820930126
1410547.5824341364,2022-04-21,0.00580916966806333
1391894.3793701716,2022-04-22,-0.013224086373446298
1368700.429907281,2022-04-25,-0.01666358439739213
1390429.2524170466,2022-04-26,0.015875513761062887
1374636.7657837458,2022-04-27,-0.0113579936597622
1387842.2402710505,2022-04-28,0.00960651920274791
1385833.190039117,2022-04-29,-0.0014476070648643535
144607.85697026917,2022-05-02,-0.895652768305984
1364804.2497925349,2022-05-04,8.43796746862194
1334269.6329712458,2022-05-05,-0.02237289107645335
1303533.6280273981,2022-05-06,-0.023035827380259333
1293081.5034546442,2022-05-09,-0.008018300677498313
1298873.9289917536,2022-05-10,0.004479551769655865
1299158.465063531,2022-05-11,0.00021906365616120027
1260241.0371460505,2022-05-12,-0.029955874486471745
1257283.5496582575,2022-05-13,-0.002346763357659376
1241725.2501587458,2022-05-16,-0.012374535166502887
1270985.4476685114,2022-05-17,0.023564147951428804
1280235.8606934138,2022-05-18,0.007278142359435469
1240850.0042481013,2022-05-19,-0.030764531485612312
1270583.3410400935,2022-05-20,0.023962071717128497
1227021.7371582575,2022-05-23,-0.03428472771111313
1220321.1819824763,2022-05-24,-0.005460828421262942
1206111.4657959528,2022-05-25,-0.011644242840592955
1226405.5613159724,2022-05-26,0.01682605306021756
1242381.9881958552,2022-05-27,0.013027033946861444
1261477.9098877497,2022-05-30,0.0153704109310413
1268007.5052246638,2022-05-31,0.005176147188732827
1260560.383032281,2022-06-01,-0.005873089994891889
1268717.5325684138,2022-06-02,0.006471050213803231
1223556.8043579645,2022-06-03,-0.03559557352299303
1219856.6893677302,2022-06-06,-0.0030240647406443166
1212408.3171753474,2022-06-07,-0.006105940359472428
1210030.6390747614,2022-06-08,-0.0019611199188450668
1205104.747900445,2022-06-09,-0.00407088136056033
1205516.3006958552,2022-06-10,0.00034150790304932066
1173944.320959527,2022-06-13,-0.026189591727713624
1178117.4409546442,2022-06-14,0.0035547852829223014
1181671.1476196833,2022-06-15,0.00301642819425485
1151974.5220093317,2022-06-16,-0.02513104062003324
1138680.5445923395,2022-06-17,-0.01154016617815834
1148758.333044488,2022-06-20,0.008850408922861153
1171825.5108398981,2022-06-21,0.020080096162851335
1154113.7656006403,2022-06-22,-0.015114660907632138
1166144.1130127497,2022-06-23,0.010423883477248319
1186486.1938843317,2022-06-24,0.01744388248809825
1202752.9067749567,2022-06-27,0.013709989188640082
1209576.4714111872,2022-06-28,0.005673288834135537
1212489.5683350153,2022-06-29,0.002408361102154588
1200999.8957886286,2022-06-30,-0.009476100121969977
1222480.4243530817,2022-07-01,0.01788553740910026
1218371.9297241755,2022-07-04,-0.003360785618371276
1218510.6567749567,2022-07-05,0.00011386264522084133
1238553.7895264216,2022-07-06,0.016448877685250052
1252894.563879449,2022-07-07,0.011578644766418122
