account_value,date,daily_return
1246728.9292165472,2021-04-01,
1210635.80068487,2021-04-05,-0.028950261509018138
1228344.0097845786,2021-04-06,0.014627197617723464
1244259.9280723212,2021-04-07,0.01295721569931696
1243034.9694541572,2021-04-08,-0.000984487718785454
1242385.3078330634,2021-04-09,-0.0005226414679058156
1230913.736755091,2021-04-12,-0.009233505101554074
1234545.2309872382,2021-04-13,0.0029502426723422293
1236798.147396784,2021-04-15,0.00182489580211187
1260109.9300238593,2021-04-16,0.018848494134747762
1220782.4910653937,2021-04-19,-0.0312095302333828
1227206.303327967,2021-04-20,0.005262044884807526
1226160.0438675177,2021-04-22,-0.0008525538514689845
1223649.6002945197,2021-04-23,-0.0020474028537740274
1243944.6479934943,2021-04-26,0.016585669373070377
1253581.2064707892,2021-04-27,0.00774677433826243
1278043.0281508125,2021-04-28,0.019513551697931675
1270402.6765204414,2021-04-29,-0.005978164633021588
1249125.0770026192,2021-04-30,-0.016748704887886712
1261040.614264582,2021-05-03,0.009539106596558877
1257591.4167585701,2021-05-04,-0.002735199379778508
1256554.740955065,2021-05-05,-0.0008243343503226974
1264203.8844105704,2021-05-06,0.006087393733194224
1258041.4514042838,2021-05-07,-0.004874556297665422
1262641.1370884879,2021-05-10,0.003656227447092153
1263927.2050740225,2021-05-11,0.0010185538453943987
1260445.418513964,2021-05-12,-0.0027547366225531
1305520.3896138174,2021-05-14,0.03576114478086323
1313051.5164050162,2021-05-17,0.0057686780314680774
1352039.6285074332,2021-05-18,0.029692751286074515
1352686.8936136344,2021-05-19,0.00047873234818984756
1347267.1303842033,2021-05-20,-0.004006664997657006
1369376.0339715446,2021-05-21,0.01641018554429996
1368101.721227404,2021-05-24,-0.0009305791196336788
1387396.18670801,2021-05-25,0.014103092760745728
1395791.5046859153,2021-05-26,0.006051132371803325
1409593.5988631614,2021-05-27,0.009888363792808663
1403301.2482161887,2021-05-28,-0.0044639466666474
1407251.3485427268,2021-05-31,0.002814862690074138
1402726.9188094505,2021-06-01,-0.0032150828904599082
1405371.041230715,2021-06-02,0.0018849872956803182
1407444.4602065452,2021-06-03,0.0014753534226905618
1402012.0242019065,2021-06-04,-0.0038597871235653836
1408023.752320803,2021-06-07,0.004287929072732899
1408506.9847121604,2021-06-08,0.00034319903379542716
1403887.161180056,2021-06-09,-0.0032799436440484886
1403052.3015714516,2021-06-10,-0.0005946771447803423
1402298.2468609794,2021-06-11,-0.0005374387751815313
1397625.6885418876,2021-06-14,-0.0033320717112435005
1420350.9098248465,2021-06-15,0.01625987663883577
1409915.2817730887,2021-06-16,-0.007347218197680916
1408640.0130047782,2021-06-17,-0.0009045002808302227
1418626.2021874182,2021-06-18,0.0070892414601644305
1428793.9301995032,2021-06-21,0.007167305944587143
1419419.718582987,2021-06-22,-0.006560926259819189
1411183.9284828894,2021-06-23,-0.005802223255232386
1427827.5275582068,2021-06-24,0.011794067902410443
1416495.777871012,2021-06-25,-0.007936357486099
1409459.1645592444,2021-06-28,-0.004967620392306138
1407565.611275553,2021-06-29,-0.0013434609042280998
1405395.3799980872,2021-06-30,-0.0015418331195936608
1421095.2964638465,2021-07-01,0.011171174097484693
1413604.9109886878,2021-07-02,-0.005270853751889293
