account_value,date,daily_return
1210949.5080199814,2020-12-30,
1195249.243082741,2020-12-31,-0.012965251509876596
1195757.168495537,2021-01-01,0.00042495355319016603
1203415.4972614062,2021-01-04,0.006404585285074704
1207128.5141452563,2021-01-05,0.003085398926887528
1229367.5784152758,2021-01-06,0.018423112377364825
1219910.5030642932,2021-01-07,-0.007692634421979205
1262642.0391893543,2021-01-08,0.03502841890263575
1268917.8126573719,2021-01-11,0.004970350481951824
1271989.277552498,2021-01-12,0.0024205388753224533
1275372.636713875,2021-01-13,0.002659895976393045
1265182.4372925037,2021-01-14,-0.007989978087994287
1241487.823515526,2021-01-15,-0.018728219012970393
1217328.2978950276,2021-01-18,-0.01946013900650745
1242391.3215896382,2021-01-19,0.02058854931570142
1248708.755552132,2021-01-20,0.00508489865689854
1236563.6290695497,2021-01-21,-0.009726148254011413
1205488.1890296482,2021-01-22,-0.02513048201432566
1183008.4774342654,2021-01-25,-0.0186478074193972
1161275.299204285,2021-01-27,-0.018371109459093482
1152540.5946170583,2021-01-28,-0.007521648478368448
1132888.9910424734,2021-01-29,-0.01705068235025109
1174509.4932178655,2021-02-01,0.03673837640269895
1198413.686803002,2021-02-02,0.020352490740321638
1213568.6731128623,2021-02-03,0.012645872186497709
1218783.7248784872,2021-02-04,0.0042972860796151036
1206019.3059707878,2021-02-05,-0.010473079552298814
1231035.7085690696,2021-02-08,0.02074295367779766
1244477.3614005898,2021-02-09,0.010918978822429537
1247905.1251562966,2021-02-10,0.0027543801615235175
1252026.7279579248,2021-02-11,0.0033028174326248383
1251021.2517906197,2021-02-12,-0.0008030788359806307
1284207.9372021265,2021-02-15,0.026527675180582078
1278718.4160252772,2021-02-16,-0.0042746357640564
1258573.5233993311,2021-02-17,-0.015753970830078234
1257767.0338386088,2021-02-18,-0.0006407965412652539
1262760.7843183146,2021-02-19,0.0039703302323526035
1222102.6378110438,2021-02-22,-0.03219782163984419
1225456.9686745997,2021-02-23,0.0027447210731530447
1242982.318142892,2021-02-24,0.014301072919147062
1252086.7216092618,2021-02-25,0.00732464439234537
1207075.2040346768,2021-02-26,-0.03594920127955148
1225742.8321158078,2021-03-01,0.015465174016278338
1245886.3822206205,2021-03-02,0.01643374905161954
1280553.2935358596,2021-03-03,0.027825098508140078
1275029.5031449064,2021-03-04,-0.004313596645166506
1256014.3081463408,2021-03-05,-0.014913533335239593
1251413.278157022,2021-03-08,-0.003663198706795767
1259838.6419831938,2021-03-09,0.006732678942467318
1270339.0719195649,2021-03-10,0.00833474191571204
1257440.1956215608,2021-03-12,-0.010153884567616234
1240792.8327427155,2021-03-15,-0.013239089172440877
1256016.7346414886,2021-03-16,0.012269495355740734
1235771.6962958924,2021-03-17,-0.016118446344884796
1222620.4271493012,2021-03-18,-0.010642151123877341
1227053.808357355,2021-03-19,0.003626130489567281
1231064.9952154406,2021-03-22,0.003268957588302923
1247436.1599295367,2021-03-23,0.013298375616009661
1224396.0145869465,2021-03-24,-0.0184699995740798
1191887.4723650531,2021-03-25,-0.026550676280059693
1210153.5296194248,2021-03-26,0.01532532028222966
1225153.0802481023,2021-03-30,0.012394750138351895
1226518.0983144476,2021-03-31,0.0011141612328713357
