date,ASIANPAINT.BO,AXISBANK.BO,BAJAJ-AUTO.BO,BAJAJFINSV.BO,BAJFINANCE.BO,BHARTIARTL.BO,DRREDDY.BO,HCLTECH.BO,HDFCBANK.BO,HINDUNILVR.BO,ICICIBANK.BO,INDUSINDBK.BO,INFY.BO,ITC.BO,JSWSTEEL.BO,KOTAKBANK.BO,LT.BO,M&M.BO,MARUTI.BO,NESTLEIND.BO,NTPC.BO,ONGC.BO,POWERGRID.BO,RELIANCE.BO,SBIN.BO,SUNPHARMA.BO,TCS.BO,TECHM.BO,TITAN.BO,ULTRACEMCO.BO
2023-01-10,0,0,0,-1,0,0,0,0,0,0,0,0,1,-11,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,2,0,0,0,1,0,0,0
2023-01-12,0,0,0,85,0,0,0,0,0,0,0,27,-1,0,0,0,0,0,0,0,100,-4,100,0,100,0,-1,0,0,-33
2023-01-13,100,0,94,-26,0,0,0,0,0,0,0,-27,0,4,0,0,0,0,0,0,-41,0,-16,0,0,0,0,0,0,-75
2023-01-16,0,0,-22,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,1,-51,0,0,0,0,0,0,0
2023-01-17,-32,0,-52,-1,0,0,0,0,0,1,1,0,0,-4,0,0,0,100,45,0,3,-1,-36,95,0,0,0,0,0,-64
2023-01-18,-68,0,-20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,-45,0,2,0,0,100,-100,100,100,0,0,-3
2023-01-19,0,0,0,-19,0,0,0,0,0,-1,0,0,0,0,46,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,0
2023-01-20,100,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,-22,0,0,0,5,0,-68,0,0,-76,0,0,0
2023-01-23,-13,0,0,-100,-29,0,0,0,14,0,-1,0,0,1,0,100,0,-77,0,100,0,1,100,0,100,1,-3,0,0,0
2023-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2,0,0,0,-75,-100,-21,0,0,0
2023-01-25,-21,0,0,-2,0,0,83,0,0,0,0,0,0,-1,0,100,0,0,-25,-64,1,-6,-100,-48,-1,-1,0,0,0,0
2023-01-27,-66,0,0,0,0,0,-65,0,0,0,0,0,0,0,100,0,100,-23,0,0,-3,0,7,85,0,0,0,0,0,0
2023-01-30,0,0,0,0,0,0,-18,0,-14,0,0,0,0,0,-100,0,-22,0,0,-36,2,0,-7,-100,0,0,0,0,2,74
2023-01-31,0,100,92,0,0,4,0,0,0,0,0,0,0,0,-47,-100,0,0,0,0,3,100,0,0,100,0,0,0,-2,-41
2023-02-01,100,0,-92,0,0,0,0,0,0,0,1,0,0,0,0,-44,-49,-11,35,0,-5,-100,1,-13,1,0,0,0,0,0
2023-02-02,-61,0,0,0,0,0,0,100,0,6,0,0,0,0,0,100,0,1,0,0,2,0,-1,0,100,0,100,0,0,-75
