date,ASIANPAINT.BO,AXISBANK.BO,BAJAJ-AUTO.BO,BAJAJFINSV.BO,BAJFINANCE.BO,BHARTIARTL.BO,DRREDDY.BO,HCLTECH.BO,HDFCBANK.BO,HINDUNILVR.BO,ICICIBANK.BO,INDUSINDBK.BO,INFY.BO,ITC.BO,JSWSTEEL.BO,KOTAKBANK.BO,LT.BO,M&M.BO,MARUTI.BO,NESTLEIND.BO,NTPC.BO,ONGC.BO,POWERGRID.BO,RELIANCE.BO,SBIN.BO,SUNPHARMA.BO,TCS.BO,TECHM.BO,TITAN.BO,ULTRACEMCO.BO
2023-02-03,0,-100,0,0,0,0,0,83,0,-6,-1,0,0,0,0,-100,-26,100,0,0,100,100,0,100,0,0,-45,0,0,0
2023-02-06,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,-100,2,0,0,0,10
2023-02-07,-39,0,0,0,0,0,0,-100,100,100,0,0,0,100,0,-56,-3,-100,-35,100,-2,-63,1,-8,-100,-2,0,1,89,0
2023-02-08,0,0,0,0,0,0,49,-9,-85,-31,1,0,0,-34,0,0,100,0,0,-100,100,1,100,0,-25,0,-12,-1,1,0
2023-02-09,0,0,0,0,0,0,-5,0,0,0,0,0,0,-66,0,0,0,-1,0,0,0,2,0,0,0,0,-43,1,80,0
2023-02-10,0,100,0,0,0,0,0,-32,0,0,-1,0,0,0,100,0,-62,0,0,0,-23,1,0,0,1,0,36,-1,-16,-10
2023-02-13,0,-42,0,0,47,0,-44,-25,100,0,0,100,0,0,0,0,0,2,0,0,-77,100,-45,-17,0,100,-36,0,-100,0
2023-02-14,0,100,0,1,0,0,0,0,-86,0,0,-32,0,0,0,0,0,-2,0,0,0,-40,-56,0,1,0,70,0,-54,0
2023-02-15,100,-2,0,-1,0,0,0,0,100,-23,100,-68,0,0,-79,0,-23,0,0,85,0,-100,100,-78,0,0,-70,0,0,0
2023-02-16,0,100,0,0,21,5,0,0,0,0,-41,0,0,0,100,0,-15,0,0,-85,0,100,-100,-33,0,0,0,0,0,0
2023-02-17,0,-100,0,100,4,100,0,-15,-100,-46,-24,0,0,1,-32,0,100,4,0,0,2,-91,0,-15,-2,0,0,0,0,0
2023-02-20,-83,0,0,-100,0,-51,0,100,0,0,-35,0,0,100,0,0,100,0,9,0,-2,0,5,0,0,-6,0,0,0,0
2023-02-21,100,-100,0,0,0,0,0,0,0,0,0,0,0,1,-89,61,-100,0,0,0,0,-10,-5,0,0,-14,0,1,0,0
2023-02-22,-100,-56,0,0,-25,1,0,0,-29,0,0,0,0,-100,0,77,-100,-4,0,0,0,3,0,0,0,-66,0,0,0,100
2023-02-23,-17,0,0,0,100,100,0,0,0,0,0,0,0,-2,0,-33,0,0,0,81,0,-3,1,0,0,-14,0,0,0,-100
2023-02-24,0,100,0,0,5,0,0,3,0,0,0,0,0,0,0,-70,0,0,0,0,0,1,0,0,0,0,0,-1,0,0
2023-02-27,0,46,0,0,-100,-100,0,0,0,0,0,0,100,0,0,-35,0,100,0,-81,2,-1,-1,100,0,100,0,0,100,0
2023-02-28,0,-49,71,0,-33,2,0,-78,0,0,0,0,0,0,0,100,0,-82,0,0,-1,3,0,0,0,0,0,0,0,0
2023-03-01,0,-97,-6,0,-19,100,0,100,81,0,100,0,-64,0,0,-20,2,-18,-9,0,-1,2,0,0,100,0,0,0,0,0
2023-03-02,100,0,-35,0,0,-100,57,0,-64,100,-96,0,-36,1,0,0,0,0,0,0,0,-5,0,0,-12,-100,0,0,-100,0
2023-03-03,-69,0,0,0,39,-57,0,0,-2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-03-06,54,0,0,0,0,0,0,0,0,0,-7,0,0,-1,0,-61,0,0,0,0,0,1,3,0,-75,0,0,0,0,0
2023-03-08,0,0,-30,100,-39,0,68,0,0,-40,0,0,0,0,0,0,0,0,0,0,25,-1,0,0,0,0,0,0,0,0
2023-03-09,-73,0,0,-55,100,0,0,-100,32,0,0,0,0,0,0,-19,-1,0,0,0,-22,1,-4,-91,0,1,0,0,0,0
2023-03-10,-12,0,0,100,-26,1,0,-26,0,-60,0,0,0,0,0,0,-1,0,0,0,-3,100,0,69,100,-1,0,0,0,0
2023-03-13,0,0,100,36,-34,0,-11,-1,-12,0,0,0,0,2,0,0,0,0,0,0,0,-54,0,-62,0,0,0,0,0,0
2023-03-14,0,0,0,-79,32,0,0,0,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-13,0,0,0,0,0,0
2023-03-15,0,0,-100,-44,89,0,-75,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-7,-3,0,1,0,0,0,0,0
2023-03-16,0,0,0,-58,0,0,0,0,0,-39,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-41,85,0,100,0,0
2023-03-17,0,0,60,2,0,-1,0,0,0,-37,0,0,0,-2,0,0,0,0,0,0,0,-40,-10,0,0,-23,0,-97,0,0
2023-03-20,0,0,-6,0,0,0,-39,0,0,-24,0,0,0,0,100,0,0,0,25,1,0,1,100,0,-73,0,0,0,0,0
2023-03-21,0,0,-54,0,-74,0,0,0,0,0,3,0,0,0,-65,0,0,0,0,-1,0,2,-85,-3,0,-17,0,0,0,96
2023-03-22,0,70,0,0,-87,0,0,100,0,84,-3,100,0,0,-35,0,0,36,-20,63,75,0,-15,0,0,86,100,100,0,-59
2023-03-23,0,0,0,-2,0,100,0,-38,0,100,100,-96,0,0,0,0,0,0,0,0,0,-3,34,0,0,0,0,0,0,-37
2023-03-24,0,0,1,0,0,-100,0,1,0,-57,-100,-4,0,0,0,0,0,-11,0,-63,0,1,-19,0,0,-42,0,-100,0,77
2023-03-27,0,0,-1,0,48,0,0,0,0,0,0,0,1,100,100,0,0,-25,-5,0,3,-1,-15,100,100,0,0,0,0,-77
2023-03-28,0,100,0,0,0,100,0,-14,100,-48,100,0,-1,22,100,0,0,0,0,0,0,2,0,-100,100,-73,-30,-3,0,0
2023-03-29,100,0,0,0,-48,100,0,-20,-100,-79,0,0,0,-23,0,25,0,83,0,0,100,3,0,100,82,0,-38,0,0,0
2023-03-31,0,0,0,0,0,-28,0,0,0,0,0,0,0,1,100,0,0,0,0,0,100,-5,0,0,1,0,-32,34,0,0
2023-04-03,0,0,0,100,0,0,0,0,0,0,-37,0,0,0,-100,0,0,-57,0,100,0,1,100,-97,100,-16,0,-34,28,0
2023-04-05,100,7,0,-17,0,-56,0,-29,0,0,-63,0,0,0,-1,-21,0,-26,12,-53,1,-1,-17,0,0,0,0,0,-28,0
2023-04-06,-61,-8,0,0,0,0,0,0,0,0,0,0,0,-38,0,-4,0,0,0,-36,0,1,-83,30,-97,0,0,0,100,0
2023-04-10,0,-49,0,-11,0,-100,11,0,0,0,0,0,0,-44,0,0,100,0,-12,-11,1,0,0,0,-24,0,0,0,0,0
2023-04-11,-20,-4,0,0,0,0,-11,0,0,67,0,0,0,-11,100,0,0,0,0,0,-50,0,0,-33,-78,0,0,1,0,0
2023-04-12,-67,100,0,0,0,-16,0,0,0,0,0,5,0,-7,-100,0,-67,93,21,0,0,-1,5,0,-100,91,0,-1,0,0
