date,ASIANPAINT.BO,AXISBANK.BO,BAJAJ-AUTO.BO,BAJAJFINSV.BO,BAJFINANCE.BO,BHARTIARTL.BO,DRREDDY.BO,HCLTECH.BO,HDFCBANK.BO,HINDUNILVR.BO,ICICIBANK.BO,INDUSINDBK.BO,INFY.BO,ITC.BO,JSWSTEEL.BO,KOTAKBANK.BO,LT.BO,M&M.BO,MARUTI.BO,NESTLEIND.BO,NTPC.BO,ONGC.BO,POWERGRID.BO,RELIANCE.BO,SBIN.BO,SUNPHARMA.BO,TCS.BO,TECHM.BO,TITAN.BO,ULTRACEMCO.BO
2022-07-08,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,-100,0,0,0,0,25,0,0,0,0,-100,0,-28,-100,89
2022-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76,0,0,0,0,0,29,0,0,0,-29,0,0,-7,29
2022-07-12,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,-25,1,0,0,0,0,0,0,0,0
2022-07-13,0,0,0,0,0,0,0,0,0,0,-14,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,1
2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-15,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,12
2022-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-27,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1
2022-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,42,0,0,0,0,0,0,0,0
2022-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-25,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
2022-07-26,0,0,0,0,0,0,0,0,0,0,-14,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,1
2022-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-28,0,0,1,0,0,1,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4
2022-07-29,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2022-08-01,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,8
2022-08-02,0,0,0,0,0,1,0,0,0,0,-44,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5
2022-08-03,0,0,0,0,0,-1,0,0,0,0,0,0,0,-74,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,3
2022-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,-24,0,0,0,0,0,0,0
2022-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-08,5,0,0,0,0,0,0,0,0,0,-22,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
2022-08-10,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2022-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,8,0,0,0,0,0,0,0
2022-08-12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-9,0,0,0,0,0,0,0
2022-08-16,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-4,0,0,0,0,0,0,0
2022-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,27,0,0,0,0,0,0,0,0
2022-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-08-19,24,0,0,0,0,0,0,0,0,0,-97,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2022-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
