account_value,date,daily_return
1248845.303015191,2022-07-08,
1256468.604543084,2022-07-11,0.0061042800973727385
1241948.400968194,2022-07-12,-0.011556360041459435
1245770.585732049,2022-07-13,0.003077571307209981
1233153.3185614557,2022-07-14,-0.010128082421515083
1242515.4677618952,2022-07-15,0.007592039902516667
1278052.9321936578,2022-07-18,0.028601224977726325
1294992.674127984,2022-07-19,0.013254335174718301
1298746.1631595697,2022-07-20,0.0028984635253732627
1305107.0572559442,2022-07-21,0.00489771925939686
1360689.1716203243,2022-07-22,0.04258816474507787
1348861.748872033,2022-07-25,-0.008692229639930882
1355721.3865673456,2022-07-26,0.005085500942590082
1382713.8440315027,2022-07-27,0.019910032940102296
1376412.9729363641,2022-07-28,-0.004556887256417008
1393779.4620110712,2022-07-29,0.012617208218880904
1417463.816083642,2022-08-01,0.01699289932023884
1424671.1126534662,2022-08-02,0.005084642364795888
1419150.1462685785,2022-08-03,-0.003875256777407965
1421306.7617193537,2022-08-04,0.001519652769966351
1456031.6918216639,2022-08-05,0.02443169274752721
1436914.1021610193,2022-08-08,-0.01312992688828507
1423326.710506051,2022-08-10,-0.009455952610203933
1425162.8736453943,2022-08-11,0.00129005036285057
1422428.058620492,2022-08-12,-0.0019189491078356324
1436116.669912881,2022-08-16,0.009623412030879575
1427645.1626191798,2022-08-17,-0.005898899073579544
1445002.2706366968,2022-08-18,0.012157858599592952
1431251.4065772486,2022-08-19,-0.009516153945826944
1392130.4747081918,2022-08-22,-0.027333375317067587
1400297.393116929,2022-08-23,0.005866489209963799
1402265.0076510096,2022-08-24,0.001405140467840793
1395009.1955388729,2022-08-25,-0.0051743515473521295
1408744.7961248104,2022-08-26,0.009846243759441098
1402637.5987898188,2022-08-29,-0.0043352048943082755
1438659.670384057,2022-08-30,0.025681666900500666
1428369.439060815,2022-09-01,-0.007152651551353473
1419348.4051508112,2022-09-02,-0.006315616718833739
1414706.3954157038,2022-09-05,-0.003270521683232608
1410200.0556635065,2022-09-06,-0.0031853533473800155
1461198.547027032,2022-09-07,0.03616401173628536
1490098.0512384577,2022-09-08,0.019777944804438174
1465062.0537103815,2022-09-09,-0.016801577256790656
1480546.8612360163,2022-09-12,0.010569386795882263
1487317.3644098444,2022-09-13,0.004572974588711087
1485954.3236688776,2022-09-14,-0.0009164424309048291
1466231.9298731622,2022-09-15,-0.013272543766365663
1407051.1708976985,2022-09-16,-0.04036248138490828
1402081.5569755794,2022-09-19,-0.0035319354582878937
1406978.0901481868,2022-09-20,0.0034923312044483623
1376428.730100442,2022-09-21,-0.021712747527239284
1360019.8359869777,2022-09-22,-0.01192135397541938
1338961.47771634,2022-09-23,-0.015483861127183807
1339085.6345156564,2022-09-26,9.272619218902989e-05
1341003.6657656564,2022-09-27,0.0014323439820140837
1331264.9146670236,2022-09-28,-0.007262285217596642
1331713.367395295,2022-09-29,0.00033686212513428515
1349609.3975771798,2022-09-30,0.013438349888225343
1345792.2565554513,2022-10-03,-0.0028283302032284796
1362904.5231570138,2022-10-04,0.01271538494757074
1366990.2846926583,2022-10-06,0.0029978340127452263
1349281.874048127,2022-10-07,-0.012954306144547845
1339619.1458681955,2022-10-10,-0.007161385894069339
